TM
0	0.849980767081	0.749776444297	452
1	0.774496820484	0.764132987257	8
2	0.75556058577	0.749318855097	5
3	0.764263103884	0.761999995091	5
4	0.760220692473	0.765564549332	9
5	0.722757261559	0.752413084531	21
Total:	0.771213205209	0.757200985934
NN1
0	0.860159368497	0.74474854238	472
1	0.767788681692	0.760893810783	8
2	0.713686411797	0.709316170685	1
3	0.760990329429	0.75704338519	3
4	0.749331969415	0.752804325859	6
5	0.728506265621	0.756149736953	10
Total:	0.763410504408	0.746825995308
NN3
0	0.859843325163	0.72120129507	449
1	0.756057571795	0.749732120261	3
2	0.737708615202	0.733174091747	7
3	0.728118561379	0.728162729885	8
4	0.727793780194	0.737968719443	14
5	0.706532622117	0.735173802547	19
Total:	0.752675745975	0.734235459825
