TM
0	0.719035193275	0.503479189637	313
1	0.491519463909	0.471184325898	14
2	0.471081315744	0.457921911702	16
3	0.42979668271	0.430566278306	16
4	0.407020502634	0.436776202088	51
5	0.375695426103	0.439308274616	90
Total:	0.482358097396	0.456539363708
NN1
0	0.547258058743	0.31780339224	344
1	0.295951329964	0.283155529943	10
2	0.315676460258	0.306406900646	10
3	0.302892649676	0.302035795254	15
4	0.2783871639	0.298650550797	45
5	0.267756400179	0.311349902068	76
Total:	0.33465367712	0.303233678491
NN3
0	0.526979437582	0.336773119915	326
1	0.331738184472	0.317777478515	6
2	0.356869734854	0.348088074064	10
3	0.3093277635	0.307406676143	20
4	0.297795047009	0.322262982853	52
5	0.286931069439	0.329224588943	86
Total:	0.351606872809	0.326922153405


TM
0	0.719035193275	0.503479189637	313
1	0.491519463909	0.471184325898	14
2	0.471081315744	0.457921911702	16
3	0.42979668271	0.430566278306	16
4	0.407020502634	0.436776202088	51
5	0.375695426103	0.439308274616	90
Total:	0.482358097396	0.456539363708
NN1
0	0.546896743833	0.316632666139	347
1	0.294472871389	0.287078752588	8
2	0.379589227801	0.35869478442	6
3	0.261858942371	0.261531463369	18
4	0.270831445788	0.29487512887	42
5	0.26985584488	0.312237885953	79
Total:	0.33725084601	0.305175113556
NN3
0	0.500828169025	0.2874652334	351
1	0.368131247071	0.351675967506	7
2	0.347318993136	0.336528187999	8
3	0.281613288878	0.284111954951	22
4	0.279379268349	0.2977195239	40
5	0.259951607937	0.296612538219	72
Total:	0.339537095733	0.309018900996
